diff_size,files_changed,hour_of_day,day_of_week,recent_failure_rate,test_pass_rate,is_hotfix,deployer_exp,days_since_deploy,build_time_delta,label,label_source,sample_weight
61,2,6,2,0.252,0.707,0,18,0.5,0.021,0,synthetic,1.0
21,11,15,4,0.059,0.808,0,4,1.1,-0.583,0,synthetic,1.0
9,17,11,0,0.26,0.62,0,24,0.3,-0.202,0,synthetic,1.0
690,12,10,4,0.451,0.966,0,103,5.6,0.14,1,synthetic,1.0
58,8,13,1,0.426,0.938,0,34,1.5,0.472,0,synthetic,1.0
249,1,13,3,0.033,0.792,0,8,5.2,0.203,0,synthetic,1.0
44,1,9,5,0.312,0.427,0,41,5.8,0.146,1,synthetic,1.0
171,19,13,4,0.088,0.885,0,25,1.1,-0.597,0,synthetic,1.0
214,1,16,4,0.13,0.703,0,107,2.9,0.317,1,synthetic,1.0
135,7,5,3,0.323,0.679,0,7,2.9,0.277,1,synthetic,1.0
95,7,9,0,0.239,0.641,0,49,8.2,0.171,0,synthetic,1.0
79,5,13,1,0.115,0.657,0,45,0.1,0.081,0,synthetic,1.0
64,27,11,1,0.299,0.677,0,164,1.5,0.152,0,synthetic,1.0
397,2,12,0,0.306,0.807,0,33,8.6,0.368,0,synthetic,1.0
266,2,11,4,0.102,0.803,0,82,1.1,-0.016,0,synthetic,1.0
502,1,0,3,0.321,0.967,0,1,0.6,0.113,1,synthetic,1.0
19,3,14,3,0.295,0.802,0,5,3.4,-0.092,0,synthetic,1.0
196,1,15,1,0.436,0.836,0,16,1.5,0.005,0,synthetic,1.0
417,2,13,0,0.486,0.699,0,38,2.5,0.034,1,synthetic,1.0
29,10,13,4,0.257,0.688,0,23,6.9,0.184,1,synthetic,1.0
10,16,13,5,0.388,0.68,0,9,2.9,-0.149,1,synthetic,1.0
202,1,11,5,0.253,0.643,1,35,2.9,-0.036,1,synthetic,1.0
128,2,14,2,0.233,0.745,0,33,1.3,0.099,0,synthetic,1.0
276,15,3,0,0.419,0.621,0,29,6.3,-0.039,1,synthetic,1.0
22,1,11,0,0.439,0.842,0,3,5.4,0.047,0,synthetic,1.0
237,1,17,0,0.289,0.675,0,104,1.1,-0.357,1,synthetic,1.0
33,1,14,6,0.458,0.638,0,35,1.5,0.165,1,synthetic,1.0
26,5,14,2,0.284,0.855,0,12,6.2,-0.183,0,synthetic,1.0
26,1,20,4,0.127,0.905,0,46,1.8,-0.414,0,synthetic,1.0
252,20,15,4,0.276,0.962,0,15,2.1,0.087,1,synthetic,1.0
164,3,9,2,0.223,0.683,0,28,1.8,0.101,1,synthetic,1.0
111,4,17,4,0.347,0.922,0,16,0.7,0.131,1,synthetic,1.0
66,1,15,4,0.201,0.859,0,84,1.7,0.135,0,synthetic,1.0
314,3,11,2,0.335,0.909,0,204,6.5,0.127,0,synthetic,1.0
74,6,14,4,0.267,0.97,0,7,2.7,0.441,0,synthetic,1.0
254,8,15,5,0.357,0.397,0,1,2.5,0.251,1,synthetic,1.0
86,8,17,4,0.243,0.812,0,9,0.7,0.282,1,synthetic,1.0
70,5,12,6,0.015,0.95,0,35,0.8,0.172,0,synthetic,1.0
93,14,17,1,0.238,0.697,0,7,0.2,0.26,1,synthetic,1.0
53,10,12,2,0.195,0.793,0,66,0.1,-0.129,0,synthetic,1.0
206,8,17,1,0.697,0.73,0,21,2.7,0.195,1,synthetic,1.0
104,1,1,5,0.504,0.849,0,37,2.1,0.349,0,synthetic,1.0
39,1,14,4,0.231,0.945,1,24,1.3,-0.063,1,synthetic,1.0
344,1,9,5,0.326,0.727,0,93,18.4,0.412,1,synthetic,1.0
72,6,18,6,0.131,0.83,0,1,2.0,-0.101,0,synthetic,1.0
117,3,9,6,0.2,0.921,0,52,6.2,0.142,0,synthetic,1.0
355,3,12,4,0.249,0.711,0,42,0.9,-0.304,1,synthetic,1.0
146,12,9,2,0.677,0.73,0,41,1.1,0.241,0,synthetic,1.0
18,13,16,3,0.111,0.816,0,21,3.4,0.368,0,synthetic,1.0
421,14,9,4,0.422,0.907,0,1,0.0,-0.008,1,synthetic,1.0
148,2,15,3,0.379,0.931,0,46,0.1,-0.399,0,synthetic,1.0
61,7,13,3,0.156,0.846,0,70,0.6,0.011,0,synthetic,1.0
22,1,12,5,0.498,0.778,0,3,1.0,-0.265,1,synthetic,1.0
237,1,10,4,0.381,0.811,0,23,3.0,0.028,1,synthetic,1.0
145,1,13,1,0.398,0.749,0,7,4.6,0.251,0,synthetic,1.0
114,2,20,4,0.334,0.469,1,37,1.5,0.142,1,synthetic,1.0
336,3,19,0,0.36,0.596,0,61,1.1,-0.466,1,synthetic,1.0
233,10,15,4,0.182,0.902,0,43,6.9,-0.098,0,synthetic,1.0
24,1,8,3,0.424,0.929,0,15,0.7,0.062,0,synthetic,1.0
56,7,16,2,0.456,0.78,0,6,4.5,0.416,1,synthetic,1.0
42,4,10,3,0.19,0.784,0,63,10.7,-0.044,0,synthetic,1.0
204,2,15,2,0.409,0.874,0,15,1.1,0.149,0,synthetic,1.0
5,4,13,1,0.204,0.831,0,1,0.4,0.053,0,synthetic,1.0
126,2,9,2,0.283,0.962,0,33,15.6,-0.176,0,synthetic,1.0
215,5,9,4,0.159,0.738,0,11,1.3,-0.136,1,synthetic,1.0
314,3,18,4,0.15,0.808,0,73,1.3,-0.057,1,synthetic,1.0
62,1,12,2,0.22,0.83,0,6,2.6,0.382,0,synthetic,1.0
258,1,17,2,0.276,0.703,0,22,1.1,-0.233,1,synthetic,1.0
17,4,12,4,0.138,0.73,0,11,19.8,-0.054,1,synthetic,1.0
281,13,9,4,0.343,0.723,0,46,0.2,-0.18,1,synthetic,1.0
20,2,7,1,0.126,0.951,0,31,2.4,0.392,0,synthetic,1.0
75,7,23,5,0.306,0.885,0,62,3.2,0.115,0,synthetic,1.0
239,6,10,0,0.364,0.894,0,24,2.5,0.411,0,synthetic,1.0
24,16,7,1,0.216,0.822,0,1,2.9,-0.8,0,synthetic,1.0
39,10,17,2,0.473,0.818,0,9,17.6,0.278,1,synthetic,1.0
192,5,10,2,0.281,0.662,0,283,8.4,-0.27,1,synthetic,1.0
190,6,13,5,0.28,0.923,0,20,1.5,-0.177,0,synthetic,1.0
153,13,15,4,0.384,0.864,0,38,3.2,-0.057,1,synthetic,1.0
177,3,15,1,0.338,0.903,0,94,0.0,-0.006,0,synthetic,1.0
117,2,10,2,0.284,0.935,0,1,2.1,-0.005,0,synthetic,1.0
43,1,9,1,0.085,0.757,0,43,0.7,-0.213,0,synthetic,1.0
63,10,12,3,0.317,0.815,0,13,5.0,-0.031,0,synthetic,1.0
30,9,10,6,0.056,0.772,0,13,1.0,-0.029,0,synthetic,1.0
358,1,14,0,0.161,0.803,0,10,5.5,-0.496,0,synthetic,1.0
131,5,12,5,0.111,0.805,0,69,1.5,0.103,0,synthetic,1.0
76,3,17,4,0.333,0.682,0,18,10.4,0.004,1,synthetic,1.0
92,1,10,4,0.204,0.715,1,2,2.4,0.058,1,synthetic,1.0
441,23,15,3,0.303,0.705,0,4,7.3,-0.149,1,synthetic,1.0
24,1,16,6,0.121,0.862,0,6,4.0,0.008,0,synthetic,1.0
132,1,13,4,0.172,0.658,0,91,15.2,-0.651,0,synthetic,1.0
105,5,5,6,0.125,0.938,0,22,5.4,-0.162,0,synthetic,1.0
141,8,6,1,0.58,0.72,0,99,5.2,-0.135,0,synthetic,1.0
2,1,16,4,0.152,0.716,0,68,1.2,-0.015,1,synthetic,1.0
308,6,9,0,0.164,0.743,0,72,2.8,-0.009,0,synthetic,1.0
403,4,9,3,0.491,0.866,0,13,1.4,0.286,1,synthetic,1.0
124,1,9,0,0.319,0.61,0,12,0.1,-0.334,1,synthetic,1.0
178,1,12,4,0.339,0.943,0,32,5.0,0.216,1,synthetic,1.0
383,5,13,4,0.174,0.711,0,21,1.1,0.601,1,synthetic,1.0
184,2,12,1,0.337,0.701,0,28,2.0,-0.146,1,synthetic,1.0
24,16,15,3,0.199,0.878,0,2,1.3,0.22,0,synthetic,1.0
128,10,14,5,0.332,0.63,0,142,0.9,0.43,1,synthetic,1.0
139,24,13,0,0.402,0.831,0,2,0.3,0.422,0,synthetic,1.0
82,1,12,3,0.237,0.713,0,7,1.6,-0.087,0,synthetic,1.0
200,20,15,4,0.533,0.952,0,45,0.3,0.325,0,synthetic,1.0
408,3,21,3,0.368,0.862,0,6,3.1,0.258,1,synthetic,1.0
389,2,13,0,0.248,0.74,0,4,0.1,0.362,1,synthetic,1.0
89,1,14,4,0.667,0.813,0,6,11.3,0.207,0,synthetic,1.0
18,1,15,1,0.076,0.942,0,2,13.6,0.351,0,synthetic,1.0
628,7,3,4,0.16,0.619,1,11,1.5,-0.068,1,synthetic,1.0
273,3,17,4,0.357,0.801,0,12,1.2,-0.138,1,synthetic,1.0
19,1,11,6,0.303,0.963,0,27,0.4,-0.654,0,synthetic,1.0
380,5,2,2,0.026,0.732,0,23,9.4,-0.127,0,synthetic,1.0
305,1,15,1,0.245,0.72,0,25,3.5,-0.093,1,synthetic,1.0
109,5,13,4,0.379,0.685,0,38,3.8,-0.541,1,synthetic,1.0
134,2,22,2,0.267,0.945,0,10,9.0,0.013,0,synthetic,1.0
76,10,20,2,0.494,0.692,0,5,9.7,0.322,1,synthetic,1.0
8,10,17,1,0.182,0.699,0,84,7.0,-0.274,1,synthetic,1.0
61,3,16,6,0.554,0.804,0,40,5.9,0.562,0,synthetic,1.0
243,2,11,6,0.221,0.836,0,2,8.4,0.111,1,synthetic,1.0
1,2,15,2,0.402,0.74,0,129,8.3,0.253,0,synthetic,1.0
60,9,9,1,0.183,0.735,0,47,1.8,-0.015,0,synthetic,1.0
76,2,9,6,0.69,0.877,0,6,14.5,-0.267,0,synthetic,1.0
115,1,9,2,0.193,0.68,1,139,4.9,0.163,1,synthetic,1.0
378,1,3,4,0.48,0.662,0,18,1.8,0.228,1,synthetic,1.0
63,3,15,3,0.265,0.662,1,166,2.3,-0.051,1,synthetic,1.0
63,3,2,1,0.644,0.803,0,4,4.6,0.077,0,synthetic,1.0
200,11,0,2,0.143,0.816,0,6,1.8,-0.002,0,synthetic,1.0
90,1,10,4,0.384,0.624,0,42,7.0,-0.195,1,synthetic,1.0
38,2,6,6,0.63,0.725,0,1,0.6,0.098,1,synthetic,1.0
90,9,9,3,0.286,0.937,0,1,9.5,-0.212,0,synthetic,1.0
22,10,5,3,0.31,0.887,1,62,1.4,0.229,1,synthetic,1.0
29,2,16,2,0.232,0.967,0,7,0.7,0.696,1,synthetic,1.0
103,3,16,3,0.036,0.548,0,100,7.8,0.33,0,synthetic,1.0
81,2,10,1,0.083,0.899,0,22,1.1,-0.056,0,synthetic,1.0
369,16,13,5,0.426,0.819,0,82,7.4,0.105,1,synthetic,1.0
67,1,10,5,0.213,0.868,1,21,1.4,0.34,1,synthetic,1.0
130,16,10,4,0.157,0.659,0,30,10.9,-0.029,0,synthetic,1.0
150,6,10,0,0.833,0.536,0,15,1.0,0.168,1,synthetic,1.0
1,4,17,4,0.107,0.865,0,42,0.3,0.215,0,synthetic,1.0
163,1,9,3,0.203,0.697,0,15,11.0,0.079,1,synthetic,1.0
29,3,15,4,0.023,0.701,0,10,0.7,0.057,0,synthetic,1.0
486,3,16,2,0.105,0.868,0,3,11.5,0.315,1,synthetic,1.0
24,1,13,3,0.4,0.763,0,2,6.9,0.52,0,synthetic,1.0
80,6,11,6,0.249,0.88,0,14,0.3,-0.027,0,synthetic,1.0
13,21,14,2,0.38,0.675,0,53,2.4,0.372,0,synthetic,1.0
865,4,4,0,0.524,0.844,0,9,0.3,-0.446,1,synthetic,1.0
104,7,9,4,0.2,0.726,0,14,1.6,0.145,0,synthetic,1.0
135,1,10,0,0.098,0.781,0,94,1.7,-0.654,0,synthetic,1.0
10,3,11,6,0.277,0.821,0,40,3.7,-0.232,0,synthetic,1.0
207,1,15,2,0.32,0.695,0,100,14.9,-0.311,1,synthetic,1.0
35,5,11,0,0.341,0.878,0,96,0.7,0.491,0,synthetic,1.0
342,16,11,2,0.717,0.587,1,2,1.6,-0.085,1,synthetic,1.0
34,6,11,0,0.684,0.703,0,124,3.5,-0.015,0,synthetic,1.0
31,1,12,3,0.281,0.558,0,2,0.8,-0.066,1,synthetic,1.0
5,2,19,4,0.206,0.868,0,103,5.0,-0.434,1,synthetic,1.0
95,4,7,2,0.149,0.815,0,31,2.1,0.086,0,synthetic,1.0
124,3,16,1,0.477,0.7,0,30,11.9,0.023,1,synthetic,1.0
10,10,9,2,0.156,0.922,0,49,4.0,-0.244,0,synthetic,1.0
224,10,2,4,0.418,0.914,0,84,1.8,0.414,1,synthetic,1.0
90,5,17,5,0.34,0.851,1,38,5.1,0.405,1,synthetic,1.0
111,2,13,1,0.187,0.851,0,22,7.3,-0.377,0,synthetic,1.0
87,1,17,2,0.301,0.846,0,4,6.4,-0.206,0,synthetic,1.0
76,1,12,1,0.25,0.882,0,62,1.2,0.141,0,synthetic,1.0
123,2,9,6,0.188,0.83,0,5,2.2,-0.139,0,synthetic,1.0
25,3,17,4,0.156,0.87,0,51,2.4,-0.065,0,synthetic,1.0
30,6,15,3,0.381,0.958,1,30,2.0,-0.305,1,synthetic,1.0
296,6,9,1,0.203,0.892,0,19,1.5,-0.302,0,synthetic,1.0
438,1,2,4,0.188,0.798,0,37,5.6,-0.156,1,synthetic,1.0
70,3,14,1,0.192,0.87,0,59,0.0,0.039,0,synthetic,1.0
47,1,16,4,0.28,0.874,0,113,1.4,0.059,1,synthetic,1.0
154,1,16,0,0.491,0.865,0,12,0.6,-0.245,0,synthetic,1.0
78,10,17,0,0.186,0.974,0,117,0.6,-0.345,0,synthetic,1.0
3,1,16,0,0.27,0.723,0,129,1.3,-0.373,1,synthetic,1.0
25,3,17,2,0.514,0.713,0,67,5.7,0.297,0,synthetic,1.0
188,1,14,4,0.232,0.939,0,85,13.9,0.638,1,synthetic,1.0
161,12,4,1,0.151,0.633,0,47,2.9,0.129,0,synthetic,1.0
4,4,13,5,0.243,0.88,0,1,1.7,-0.77,0,synthetic,1.0
37,1,15,5,0.366,0.884,0,34,7.1,0.17,0,synthetic,1.0
39,4,10,4,0.181,0.605,0,55,0.3,0.356,1,synthetic,1.0
167,7,15,3,0.261,0.749,0,113,0.4,-0.195,1,synthetic,1.0
2,19,13,0,0.433,0.891,0,33,1.7,0.264,0,synthetic,1.0
16,1,16,5,0.347,0.921,1,63,2.4,0.321,1,synthetic,1.0
241,13,12,0,0.039,0.872,0,48,6.4,0.387,0,synthetic,1.0
29,16,11,3,0.445,0.754,0,13,10.4,-0.176,0,synthetic,1.0
158,14,1,4,0.151,0.97,0,6,3.0,0.023,0,synthetic,1.0
40,6,13,4,0.162,0.884,0,55,2.7,0.055,0,synthetic,1.0
15,5,12,2,0.294,0.764,0,10,1.0,0.396,0,synthetic,1.0
41,3,10,4,0.366,0.873,0,11,2.4,-0.123,0,synthetic,1.0
192,8,11,0,0.667,0.747,0,41,10.3,0.283,1,synthetic,1.0
290,4,15,0,0.123,0.984,0,62,2.0,0.082,0,synthetic,1.0
265,6,15,0,0.33,0.86,0,34,0.9,0.288,0,synthetic,1.0
75,3,11,2,0.404,0.711,0,86,1.6,0.227,1,synthetic,1.0
165,7,15,2,0.232,0.677,0,9,2.9,-0.197,1,synthetic,1.0
34,10,12,0,0.554,0.825,1,11,3.7,0.081,1,synthetic,1.0
52,1,16,4,0.651,0.796,1,40,2.3,-0.207,1,synthetic,1.0
339,10,14,4,0.337,0.809,1,70,5.7,-0.007,1,synthetic,1.0
1,4,6,0,0.089,0.913,0,31,3.5,0.524,0,synthetic,1.0
13,11,11,0,0.086,0.874,0,1,4.4,-0.127,0,synthetic,1.0
34,3,10,2,0.31,0.906,0,45,7.9,-0.183,0,synthetic,1.0
4,2,12,3,0.35,0.746,0,67,8.0,-0.055,1,synthetic,1.0
30,14,9,0,0.509,0.945,0,12,0.9,0.203,0,synthetic,1.0
131,1,17,4,0.29,0.818,0,2,3.9,0.2,1,synthetic,1.0
82,11,16,1,0.244,0.966,0,29,5.0,0.108,0,synthetic,1.0
334,3,17,4,0.314,0.528,0,1,0.6,-0.239,1,synthetic,1.0
255,4,11,6,0.277,0.737,0,21,7.4,-0.075,1,synthetic,1.0
62,2,9,1,0.2,0.964,1,1,0.8,0.422,0,synthetic,1.0
45,5,10,0,0.621,0.738,0,10,6.4,-0.455,0,synthetic,1.0
71,2,17,6,0.313,0.598,0,19,0.7,0.078,1,synthetic,1.0
133,1,11,1,0.091,0.812,0,4,5.4,-0.066,0,synthetic,1.0
46,1,9,2,0.272,0.916,0,4,0.6,0.14,0,synthetic,1.0
146,1,12,1,0.452,0.773,1,70,1.9,0.041,1,synthetic,1.0
78,22,13,5,0.344,0.58,0,1,0.6,-0.45,1,synthetic,1.0
120,20,15,2,0.175,0.735,0,46,1.3,0.177,0,synthetic,1.0
85,3,0,2,0.621,0.58,0,67,16.7,-0.293,1,synthetic,1.0
52,7,9,2,0.401,0.533,0,5,0.5,-0.354,1,synthetic,1.0
444,2,17,1,0.128,0.777,0,8,2.1,0.015,0,synthetic,1.0
216,6,16,1,0.094,0.907,1,41,4.5,-0.123,1,synthetic,1.0
22,9,13,3,0.178,0.847,0,15,0.4,-0.239,0,synthetic,1.0
304,17,12,1,0.035,0.881,0,25,0.5,-0.117,0,synthetic,1.0
100,3,8,3,0.574,0.666,0,72,0.6,-0.22,0,synthetic,1.0
337,9,16,2,0.254,0.876,0,5,4.1,0.464,1,synthetic,1.0
241,1,14,0,0.101,0.85,0,38,9.6,0.094,0,synthetic,1.0
83,27,10,2,0.271,0.656,0,114,7.0,-0.048,0,synthetic,1.0
3,1,2,2,0.089,0.8,0,2,16.3,0.228,0,synthetic,1.0
46,5,14,6,0.453,0.522,0,2,3.5,-0.057,1,synthetic,1.0
117,6,16,2,0.378,0.819,0,32,13.0,-0.078,0,synthetic,1.0
150,6,10,4,0.391,0.527,0,128,1.5,0.28,1,synthetic,1.0
44,1,10,2,0.29,0.773,0,9,2.2,-0.208,0,synthetic,1.0
22,16,15,2,0.346,0.942,0,16,2.0,-0.307,0,synthetic,1.0
270,1,2,4,0.226,0.893,0,4,0.2,0.197,1,synthetic,1.0
624,5,17,3,0.412,0.957,1,17,7.1,0.049,1,synthetic,1.0
111,1,14,3,0.404,0.846,0,1,0.1,0.046,0,synthetic,1.0
28,2,11,4,0.297,0.88,0,19,5.2,-0.105,0,synthetic,1.0
47,4,13,4,0.522,0.549,0,32,2.1,0.179,1,synthetic,1.0
2,3,4,4,0.452,0.826,0,147,0.0,-0.411,1,synthetic,1.0
368,1,9,4,0.119,0.819,1,68,1.4,-0.581,1,synthetic,1.0
18,1,17,4,0.123,0.588,0,69,1.7,-0.119,1,synthetic,1.0
128,3,11,4,0.093,0.747,0,10,13.4,0.189,0,synthetic,1.0
48,8,15,4,0.16,0.786,0,3,4.3,0.373,0,synthetic,1.0
121,13,9,5,0.344,0.868,0,36,3.1,0.164,0,synthetic,1.0
158,1,16,5,0.692,0.683,0,29,0.5,-0.277,1,synthetic,1.0
265,2,1,1,0.288,0.955,0,29,2.0,-0.274,1,synthetic,1.0
34,1,9,0,0.314,0.946,0,4,0.1,0.363,0,synthetic,1.0
1,1,12,4,0.381,0.829,0,27,5.7,0.272,0,synthetic,1.0
22,6,12,3,0.351,0.894,0,6,0.7,0.165,0,synthetic,1.0
345,5,5,3,0.171,0.827,0,21,3.6,0.276,1,synthetic,1.0
310,1,11,2,0.208,0.79,1,2,4.8,0.051,1,synthetic,1.0
136,1,14,4,0.367,0.93,0,77,1.8,-0.062,0,synthetic,1.0
137,1,10,5,0.215,0.912,1,1,4.0,-0.048,1,synthetic,1.0
164,10,18,2,0.224,0.848,0,112,5.8,0.191,0,synthetic,1.0
28,22,10,1,0.215,0.888,0,79,0.8,0.071,0,synthetic,1.0
368,1,1,1,0.397,0.993,0,55,3.7,-0.59,0,synthetic,1.0
81,1,14,4,0.138,0.925,0,161,5.3,0.265,0,synthetic,1.0
72,12,11,0,0.204,0.861,0,2,1.8,0.176,0,synthetic,1.0
109,15,12,1,0.643,0.516,0,41,0.7,0.098,1,synthetic,1.0
7,3,14,4,0.404,0.94,0,75,1.3,0.423,0,synthetic,1.0
27,1,11,1,0.141,0.689,1,5,10.8,-0.242,1,synthetic,1.0
200,1,16,2,0.32,0.866,0,35,1.8,-0.32,1,synthetic,1.0
12,5,16,2,0.151,0.809,0,20,0.5,0.15,0,synthetic,1.0
138,2,11,4,0.67,0.903,0,22,0.3,-0.227,1,synthetic,1.0
42,1,22,0,0.123,0.912,1,97,0.8,0.5,1,synthetic,1.0
73,5,14,1,0.136,0.788,1,30,0.5,-0.208,0,synthetic,1.0
51,1,17,3,0.377,0.783,0,3,2.7,-0.216,1,synthetic,1.0
65,9,17,2,0.18,0.925,0,110,1.7,-0.121,0,synthetic,1.0
190,2,21,2,0.512,0.845,0,8,7.4,-0.089,0,synthetic,1.0
52,1,14,6,0.332,0.751,0,89,8.5,-0.111,0,synthetic,1.0
125,5,23,1,0.498,0.514,0,141,2.6,-0.079,1,synthetic,1.0
96,3,13,5,0.122,0.612,0,84,8.8,-0.109,1,synthetic,1.0
163,21,16,3,0.115,0.748,0,45,2.4,-0.467,1,synthetic,1.0
414,4,12,1,0.3,0.839,0,54,4.1,0.151,1,synthetic,1.0
197,1,3,0,0.406,0.74,0,48,0.7,-0.131,1,synthetic,1.0
36,7,5,1,0.061,0.851,0,24,0.2,-0.046,0,synthetic,1.0
4,1,11,2,0.399,0.537,0,12,0.7,-0.364,1,synthetic,1.0
45,14,9,4,0.352,0.911,0,13,1.2,-0.457,0,synthetic,1.0
135,2,14,4,0.376,0.931,0,52,5.6,-0.028,1,synthetic,1.0
7,4,14,2,0.179,0.855,1,39,0.8,0.466,0,synthetic,1.0
102,1,8,1,0.521,0.859,0,35,0.6,0.456,0,synthetic,1.0
136,3,10,4,0.083,0.864,0,42,10.5,-0.273,0,synthetic,1.0
61,10,23,4,0.322,0.932,0,59,4.7,-0.222,1,synthetic,1.0
221,9,9,3,0.396,0.729,1,55,2.6,0.051,1,synthetic,1.0
16,1,17,1,0.13,0.746,0,4,0.4,-0.8,0,synthetic,1.0
11,1,13,0,0.058,0.977,1,18,7.6,-0.176,0,synthetic,1.0
195,10,19,5,0.582,0.882,0,12,0.5,0.067,1,synthetic,1.0
102,15,6,1,0.426,0.676,0,30,3.8,-0.069,0,synthetic,1.0
174,1,11,4,0.4,0.79,0,2,4.4,-0.57,1,synthetic,1.0
85,3,12,6,0.25,0.876,0,57,2.0,-0.549,0,synthetic,1.0
42,2,11,1,0.31,0.718,0,4,9.7,-0.429,0,synthetic,1.0
256,12,12,4,0.281,0.669,0,12,0.2,-0.023,1,synthetic,1.0
240,1,21,4,0.436,0.785,0,61,6.8,-0.251,1,synthetic,1.0
177,1,16,2,0.276,0.792,0,2,3.2,0.467,1,synthetic,1.0
47,8,12,0,0.133,0.811,0,43,3.8,-0.401,0,synthetic,1.0
133,1,18,4,0.126,0.867,0,103,17.3,0.368,0,synthetic,1.0
67,4,12,1,0.512,0.947,0,38,3.5,-0.361,0,synthetic,1.0
14,3,10,2,0.082,0.924,1,49,6.4,0.755,0,synthetic,1.0
373,2,10,4,0.391,0.906,0,62,0.7,0.199,1,synthetic,1.0
22,3,14,4,0.185,0.851,0,10,6.6,-0.665,0,synthetic,1.0
450,4,17,6,0.039,0.918,0,34,5.7,0.365,0,synthetic,1.0
88,1,10,0,0.398,0.537,0,14,13.8,-0.139,0,synthetic,1.0
30,5,13,4,0.359,0.766,0,11,11.0,0.278,0,synthetic,1.0
117,9,21,5,0.257,0.704,0,8,1.0,-0.003,1,synthetic,1.0
309,8,14,5,0.188,0.544,0,35,2.5,-0.107,1,synthetic,1.0
197,1,15,0,0.568,0.536,0,63,9.7,-0.076,1,synthetic,1.0
246,1,12,4,0.285,0.715,0,83,4.1,-0.351,1,synthetic,1.0
161,1,16,1,0.224,0.9,0,22,2.5,-0.132,1,synthetic,1.0
176,2,10,4,0.112,0.812,1,18,0.5,-0.388,1,synthetic,1.0
283,3,18,3,0.119,0.774,0,46,1.7,-0.142,0,synthetic,1.0
43,6,7,2,0.402,0.847,0,60,4.4,0.059,0,synthetic,1.0
100,1,13,1,0.221,0.605,1,11,6.0,0.317,1,synthetic,1.0
37,1,17,6,0.011,0.831,1,14,2.4,0.446,0,synthetic,1.0
659,2,9,1,0.17,0.686,0,30,0.2,-0.004,1,synthetic,1.0
432,7,11,3,0.451,0.689,0,23,4.0,-0.338,1,synthetic,1.0
6,1,20,3,0.373,0.831,0,48,10.2,-0.016,0,synthetic,1.0
183,6,9,0,0.191,0.9,0,28,2.7,-0.049,0,synthetic,1.0
389,1,13,2,0.653,0.86,0,4,10.5,0.395,1,synthetic,1.0
29,13,15,4,0.107,0.816,1,7,1.7,0.263,0,synthetic,1.0
125,13,11,0,0.091,0.802,0,92,8.7,0.07,0,synthetic,1.0
370,2,9,5,0.082,0.91,0,10,6.2,0.456,0,synthetic,1.0
5,1,11,4,0.154,0.701,0,2,13.1,-0.152,1,synthetic,1.0
179,3,15,3,0.376,0.876,0,52,6.3,0.188,0,synthetic,1.0
52,1,19,4,0.185,0.656,0,46,1.6,-0.151,1,synthetic,1.0
387,6,12,1,0.24,0.6,0,36,9.2,-0.141,1,synthetic,1.0
531,10,15,3,0.057,0.475,0,27,4.4,-0.62,0,synthetic,1.0
433,6,11,2,0.511,0.813,0,139,0.7,0.03,1,synthetic,1.0
96,10,14,0,0.458,0.872,0,5,0.2,0.039,0,synthetic,1.0
297,3,5,0,0.227,0.541,0,28,1.8,-0.041,1,synthetic,1.0
279,1,12,0,0.226,0.779,0,33,6.2,0.136,1,synthetic,1.0
57,8,9,0,0.268,0.86,1,1,3.9,0.3,1,synthetic,1.0
264,2,13,6,0.308,0.811,0,21,3.0,-0.005,1,synthetic,1.0
5,6,9,0,0.288,0.706,0,61,0.0,0.181,1,synthetic,1.0
136,1,14,3,0.307,0.479,0,25,2.3,0.112,1,synthetic,1.0
39,1,2,1,0.237,0.775,0,83,0.7,0.323,0,synthetic,1.0
19,29,17,3,0.12,0.447,0,41,2.4,0.16,1,synthetic,1.0
12,1,13,0,0.31,0.745,0,58,19.2,0.547,1,synthetic,1.0
178,26,4,3,0.202,0.631,0,65,8.5,0.079,1,synthetic,1.0
62,22,9,2,0.278,0.743,0,46,1.5,-0.281,1,synthetic,1.0
193,9,2,0,0.081,0.705,0,55,3.6,0.379,0,synthetic,1.0
10,6,16,5,0.211,0.887,0,47,2.8,0.192,1,synthetic,1.0
56,5,22,3,0.154,0.458,0,31,0.6,0.143,1,synthetic,1.0
116,12,16,2,0.375,0.871,0,33,18.3,-0.463,1,synthetic,1.0
234,2,14,1,0.291,0.603,0,8,2.2,0.447,0,synthetic,1.0
57,3,6,2,0.167,0.949,0,70,2.8,0.3,0,synthetic,1.0
147,5,16,0,0.182,0.606,0,14,4.2,0.094,0,synthetic,1.0
325,3,9,1,0.336,0.871,0,30,0.9,-0.854,0,synthetic,1.0
143,3,17,2,0.323,0.764,0,11,1.0,-0.101,1,synthetic,1.0
39,2,16,1,0.262,0.847,0,47,0.9,0.574,0,synthetic,1.0
3,4,9,3,0.352,0.921,0,147,1.9,0.143,0,synthetic,1.0
306,11,17,3,0.473,0.834,1,64,0.9,-0.363,1,synthetic,1.0
3,1,19,3,0.153,0.557,0,38,10.4,-0.167,1,synthetic,1.0
311,16,17,4,0.074,0.954,0,33,5.0,-0.12,0,synthetic,1.0
112,7,11,6,0.368,0.801,0,26,9.1,0.339,0,synthetic,1.0
419,10,3,5,0.178,0.854,0,9,7.5,-0.453,1,synthetic,1.0
240,4,12,0,0.357,0.849,0,17,4.9,0.317,0,synthetic,1.0
